phase,share_of_messages,mean_msgs_per_instance,mean_steps_visited,total_complete,total_giveup,visited_rate
ISSUE_REPRODUCT,0.13461315258014345,91.32283464566929,10.0,127,0,1.0
TEST_SYNTHSIZE,0.11816662410919473,80.16535433070867,8.992125984251969,127,0,1.0
CODE_LOCALIZE,0.1293321571995636,87.74015748031496,9.0,128,0,1.0
TEST_LOCALIZE,0.11201513498456324,75.99212598425197,8.023622047244094,130,0,1.0
CODE_FIX,0.2321664848301957,157.50393700787401,8.984251968503937,173,0,1.0
VERIFY_PATCH,0.12587339538986514,85.39370078740157,8.007874015748031,148,48,1.0
ISSUE_CLOSE,0.10386731354024002,70.46456692913385,9.0,128,0,1.0
FINAL_REPORT,0.04396573736623413,29.826771653543307,4.0,128,0,1.0
