instance_id,repo,resolved,rc_zero,rc_nonzero,rc_failure_rate
sympy__sympy-12489,sympy/sympy,1,314,21,0.0626865671641791
sympy__sympy-13031,sympy/sympy,1,234,9,0.037037037037037035
sympy__sympy-13091,sympy/sympy,1,311,11,0.034161490683229816
sympy__sympy-13372,sympy/sympy,1,180,12,0.0625
sympy__sympy-13480,sympy/sympy,1,180,2,0.01098901098901099
sympy__sympy-13551,sympy/sympy,1,243,10,0.039525691699604744
sympy__sympy-13615,sympy/sympy,1,191,10,0.04975124378109453
sympy__sympy-13647,sympy/sympy,1,204,8,0.03773584905660377
sympy__sympy-13757,sympy/sympy,1,236,6,0.024793388429752067
sympy__sympy-13798,sympy/sympy,0,197,8,0.03902439024390244
sympy__sympy-13852,sympy/sympy,0,192,7,0.035175879396984924
sympy__sympy-13877,sympy/sympy,1,215,5,0.022727272727272728
sympy__sympy-13878,sympy/sympy,1,472,31,0.061630218687872766
sympy__sympy-13974,sympy/sympy,1,219,4,0.017937219730941704
sympy__sympy-14248,sympy/sympy,0,380,19,0.047619047619047616
sympy__sympy-14531,sympy/sympy,1,222,9,0.03896103896103896
sympy__sympy-14711,sympy/sympy,1,186,3,0.015873015873015872
sympy__sympy-14976,sympy/sympy,0,211,8,0.0365296803652968
sympy__sympy-15017,sympy/sympy,1,212,8,0.03636363636363636
sympy__sympy-15345,sympy/sympy,1,200,8,0.038461538461538464
sympy__sympy-15349,sympy/sympy,1,184,1,0.005405405405405406
sympy__sympy-15599,sympy/sympy,1,265,10,0.03636363636363636
sympy__sympy-15809,sympy/sympy,1,248,6,0.023622047244094488
sympy__sympy-15875,sympy/sympy,0,327,23,0.06571428571428571
sympy__sympy-15976,sympy/sympy,0,199,6,0.02926829268292683
sympy__sympy-16450,sympy/sympy,1,212,3,0.013953488372093023
sympy__sympy-16597,sympy/sympy,0,380,16,0.04040404040404041
sympy__sympy-16766,sympy/sympy,1,222,11,0.04721030042918455
sympy__sympy-16792,sympy/sympy,1,266,18,0.06338028169014084
sympy__sympy-16886,sympy/sympy,1,175,9,0.04891304347826087
sympy__sympy-17139,sympy/sympy,1,192,7,0.035175879396984924
sympy__sympy-17318,sympy/sympy,0,219,18,0.0759493670886076
sympy__sympy-17630,sympy/sympy,1,276,16,0.0547945205479452
sympy__sympy-17655,sympy/sympy,1,360,25,0.06493506493506493
sympy__sympy-18189,sympy/sympy,1,229,7,0.029661016949152543
sympy__sympy-18199,sympy/sympy,0,183,2,0.010810810810810811
sympy__sympy-18211,sympy/sympy,1,246,9,0.03529411764705882
sympy__sympy-18698,sympy/sympy,0,357,9,0.02459016393442623
sympy__sympy-18763,sympy/sympy,0,255,8,0.030418250950570342
sympy__sympy-19040,sympy/sympy,1,340,30,0.08108108108108109
sympy__sympy-19346,sympy/sympy,1,218,10,0.043859649122807015
sympy__sympy-19495,sympy/sympy,1,340,15,0.04225352112676056
sympy__sympy-19637,sympy/sympy,1,168,5,0.028901734104046242
sympy__sympy-19783,sympy/sympy,1,283,18,0.059800664451827246
sympy__sympy-19954,sympy/sympy,1,202,7,0.03349282296650718
sympy__sympy-20154,sympy/sympy,1,189,8,0.04060913705583756
sympy__sympy-20428,sympy/sympy,0,247,8,0.03137254901960784
sympy__sympy-20438,sympy/sympy,0,275,7,0.024822695035460994
sympy__sympy-20590,sympy/sympy,1,573,35,0.05756578947368421
sympy__sympy-20801,sympy/sympy,1,209,6,0.027906976744186046
sympy__sympy-20916,sympy/sympy,0,223,9,0.03879310344827586
sympy__sympy-21379,sympy/sympy,1,257,3,0.011538461538461539
sympy__sympy-21596,sympy/sympy,0,199,12,0.05687203791469194
sympy__sympy-21612,sympy/sympy,1,335,21,0.05898876404494382
sympy__sympy-21847,sympy/sympy,1,184,10,0.05154639175257732
sympy__sympy-21930,sympy/sympy,0,386,22,0.05392156862745098
sympy__sympy-22080,sympy/sympy,0,272,16,0.05555555555555555
sympy__sympy-22456,sympy/sympy,1,253,22,0.08
sympy__sympy-22714,sympy/sympy,1,399,23,0.054502369668246446
sympy__sympy-22914,sympy/sympy,1,283,11,0.03741496598639456
sympy__sympy-23262,sympy/sympy,1,275,13,0.04513888888888889
sympy__sympy-23413,sympy/sympy,0,617,86,0.12233285917496443
sympy__sympy-23534,sympy/sympy,1,203,9,0.04245283018867924
sympy__sympy-23824,sympy/sympy,1,173,6,0.0335195530726257
sympy__sympy-23950,sympy/sympy,1,230,9,0.03765690376569038
sympy__sympy-24066,sympy/sympy,1,211,7,0.03211009174311927
sympy__sympy-24213,sympy/sympy,1,262,14,0.050724637681159424
sympy__sympy-24443,sympy/sympy,1,196,12,0.057692307692307696
sympy__sympy-24539,sympy/sympy,1,183,7,0.03684210526315789
sympy__sympy-24562,sympy/sympy,1,217,19,0.08050847457627118
sympy__sympy-24661,sympy/sympy,1,304,20,0.06172839506172839
