instance_id,repo,difficulty,our_resolved,peer_solve_count,our_unique_resolve,solved_by_any_peer,peer_folders
googlecontainertools__jib-2536,googlecontainertools/jib,medium,True,19,False,True,20250329_MSWE-agent_Claude-3.5-Sonnet(Oct);20250329_MSWE-agent_Claude-3.7-Sonnet;20250329_MSWE-agent_DeepSeek-R1;20250329_MSWE-agent_OpenAI-o1;20250329_MagentLess_Claude-3.5-Sonnet(Oct);20250329_MagentLess_Claude-3.7-Sonnet;20250329_MagentLess_DeepSeek-V3;20250329_MagentLess_GPT-4o-1120;20250329_MagentLess_OpenAI-o1;20250329_MagentLess_Qwen2.5-72B-Instruct;20250329_MopenHands_Claude-3.7-Sonnet;20250329_MopenHands_DeepSeek-V3;20250329_MopenHands_OpenAI-o3-mini-high;20250426_MSWE-agent_Doubao-1.5-thinking;20250426_MSWE-agent_Gemini-2.5-Pro;20250426_MagentLess_Doubao-1.5-thinking;20250426_MagentLess_Gemini-2.5-Pro;20251027_iSWE-OpenModels;20251201_iSWE_Agent
fasterxml__jackson-databind-4360,fasterxml/jackson-databind,easy,False,22,False,True,20250329_MSWE-agent_DeepSeek-V3;20250329_MSWE-agent_Doubao-1.5-pro;20250329_MSWE-agent_GPT-4o-1120;20250329_MSWE-agent_OpenAI-o1;20250329_MSWE-agent_OpenAI-o3-mini-high;20250329_MagentLess_Claude-3.5-Sonnet(Oct);20250329_MagentLess_DeepSeek-R1;20250329_MagentLess_Doubao-1.5-pro;20250329_MagentLess_GPT-4o-1120;20250329_MagentLess_OpenAI-o1;20250329_MagentLess_Qwen2.5-72B-Instruct;20250329_MopenHands_DeepSeek-R1;20250329_MopenHands_DeepSeek-V3;20250426_MSWE-agent_Gemini-2.5-Pro;20250426_MagentLess_Gemini-2.5-Pro;20250426_MagentLess_Llama-4-Maverick;20250426_MopenHands_Doubao-1.5-thinking;20251027_iSWE-OpenModels;20251201_iSWE_Agent;20260131_InfCode_GPT-5.2;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5;20260327_MSWE-Agent_CodeArts-MiniMax-M2.5
fasterxml__jackson-databind-4487,fasterxml/jackson-databind,easy,False,23,False,True,20250329_MSWE-agent_Claude-3.5-Sonnet(Oct);20250329_MSWE-agent_Claude-3.7-Sonnet;20250329_MSWE-agent_DeepSeek-V3;20250329_MSWE-agent_Doubao-1.5-pro;20250329_MSWE-agent_OpenAI-o1;20250329_MSWE-agent_Qwen2.5-72B-Instruct;20250329_MagentLess_Claude-3.7-Sonnet;20250329_MagentLess_Doubao-1.5-pro;20250329_MagentLess_OpenAI-o1;20250329_MopenHands_Claude-3.5-Sonnet(Oct);20250329_MopenHands_Claude-3.7-Sonnet;20250329_MopenHands_GPT-4o-1120;20250426_MSWE-agent_Doubao-1.5-thinking;20250426_MSWE-agent_Gemini-2.5-Pro;20250426_MagentLess_Doubao-1.5-thinking;20250426_MagentLess_Gemini-2.5-Pro;20250426_MopenHands_Doubao-1.5-thinking;20250426_MopenHands_Gemini-2.5-Pro;20251027_iSWE-OpenModels;20251201_iSWE_Agent;20260131_InfCode_GPT-5.2;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5;20260327_MSWE-Agent_CodeArts-MiniMax-M2.5
googlecontainertools__jib-2688,googlecontainertools/jib,medium,True,23,False,True,20250329_MSWE-agent_Claude-3.7-Sonnet;20250329_MSWE-agent_DeepSeek-R1;20250329_MSWE-agent_DeepSeek-V3;20250329_MSWE-agent_GPT-4o-1120;20250329_MSWE-agent_OpenAI-o1;20250329_MagentLess_Claude-3.7-Sonnet;20250329_MagentLess_DeepSeek-R1;20250329_MagentLess_GPT-4o-1120;20250329_MagentLess_OpenAI-o1;20250329_MopenHands_DeepSeek-R1;20250329_MopenHands_DeepSeek-V3;20250329_MopenHands_GPT-4o-1120;20250426_MSWE-agent_Doubao-1.5-thinking;20250426_MSWE-agent_Gemini-2.5-Pro;20250426_MagentLess_Doubao-1.5-thinking;20250426_MagentLess_Gemini-2.5-Pro;20250426_MagentLess_Llama-4-Maverick;20250426_MopenHands_Doubao-1.5-thinking;20250426_MopenHands_Gemini-2.5-Pro;20251027_iSWE-OpenModels;20251201_iSWE_Agent;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5;20260327_MSWE-Agent_CodeArts-MiniMax-M2.5
fasterxml__jackson-databind-4320,fasterxml/jackson-databind,easy,True,23,False,True,20250329_MSWE-agent_Claude-3.5-Sonnet(Oct);20250329_MSWE-agent_Claude-3.7-Sonnet;20250329_MSWE-agent_OpenAI-o1;20250329_MSWE-agent_OpenAI-o3-mini-high;20250329_MagentLess_Claude-3.5-Sonnet(Oct);20250329_MagentLess_Claude-3.7-Sonnet;20250329_MagentLess_DeepSeek-R1;20250329_MagentLess_DeepSeek-V3;20250329_MagentLess_OpenAI-o1;20250329_MopenHands_Claude-3.5-Sonnet(Oct);20250329_MopenHands_Claude-3.7-Sonnet;20250329_MopenHands_DeepSeek-V3;20250329_MopenHands_OpenAI-o3-mini-high;20250426_MSWE-agent_Gemini-2.5-Pro;20250426_MSWE-agent_Llama-4-Maverick;20250426_MagentLess_Doubao-1.5-thinking;20250426_MagentLess_Gemini-2.5-Pro;20250426_MagentLess_Llama-4-Maverick;20250426_MopenHands_Llama-4-Maverick;20251027_iSWE-OpenModels;20260131_InfCode_GPT-5.2;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5;20260327_MSWE-Agent_CodeArts-MiniMax-M2.5
fasterxml__jackson-databind-4311,fasterxml/jackson-databind,easy,True,24,False,True,20250329_MSWE-agent_Claude-3.5-Sonnet(Oct);20250329_MSWE-agent_Claude-3.7-Sonnet;20250329_MSWE-agent_DeepSeek-R1;20250329_MSWE-agent_DeepSeek-V3;20250329_MSWE-agent_OpenAI-o1;20250329_MSWE-agent_OpenAI-o3-mini-high;20250329_MagentLess_Claude-3.5-Sonnet(Oct);20250329_MagentLess_Claude-3.7-Sonnet;20250329_MagentLess_DeepSeek-R1;20250329_MagentLess_GPT-4o-1120;20250329_MagentLess_OpenAI-o1;20250329_MagentLess_Qwen2.5-72B-Instruct;20250329_MopenHands_Claude-3.7-Sonnet;20250329_MopenHands_DeepSeek-V3;20250329_MopenHands_GPT-4o-1120;20250329_MopenHands_OpenAI-o3-mini-high;20250426_MSWE-agent_Doubao-1.5-thinking;20250426_MSWE-agent_Gemini-2.5-Pro;20250426_MSWE-agent_Llama-4-Maverick;20250426_MagentLess_Gemini-2.5-Pro;20250426_MagentLess_Llama-4-Maverick;20250426_MopenHands_Llama-4-Maverick;20251201_iSWE_Agent;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5
google__gson-1093,google/gson,medium,True,24,False,True,20250329_MSWE-agent_Claude-3.5-Sonnet(Oct);20250329_MSWE-agent_Claude-3.7-Sonnet;20250329_MSWE-agent_DeepSeek-V3;20250329_MSWE-agent_GPT-4o-1120;20250329_MSWE-agent_OpenAI-o1;20250329_MSWE-agent_OpenAI-o3-mini-high;20250329_MopenHands_Claude-3.5-Sonnet(Oct);20250329_MopenHands_Claude-3.7-Sonnet;20250329_MopenHands_DeepSeek-R1;20250329_MopenHands_DeepSeek-V3;20250329_MopenHands_GPT-4o-1120;20250329_MopenHands_OpenAI-o1;20250329_MopenHands_OpenAI-o3-mini-high;20250426_MSWE-agent_Doubao-1.5-thinking;20250426_MSWE-agent_Gemini-2.5-Pro;20250426_MSWE-agent_Llama-4-Maverick;20250426_MopenHands_Doubao-1.5-thinking;20250426_MopenHands_Gemini-2.5-Pro;20250426_MopenHands_Llama-4-Maverick;20251027_iSWE-OpenModels;20251201_iSWE_Agent;20260131_InfCode_GPT-5.2;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5;20260327_MSWE-Agent_CodeArts-MiniMax-M2.5
fasterxml__jackson-databind-3701,fasterxml/jackson-databind,easy,True,24,False,True,20250329_MSWE-agent_DeepSeek-R1;20250329_MSWE-agent_DeepSeek-V3;20250329_MSWE-agent_GPT-4o-1120;20250329_MSWE-agent_OpenAI-o1;20250329_MSWE-agent_OpenAI-o3-mini-high;20250329_MagentLess_Claude-3.5-Sonnet(Oct);20250329_MagentLess_Claude-3.7-Sonnet;20250329_MagentLess_DeepSeek-R1;20250329_MagentLess_GPT-4o-1120;20250329_MagentLess_OpenAI-o3-mini-high;20250329_MagentLess_Qwen2.5-72B-Instruct;20250329_MopenHands_Claude-3.7-Sonnet;20250329_MopenHands_GPT-4o-1120;20250329_MopenHands_OpenAI-o1;20250426_MSWE-agent_Gemini-2.5-Pro;20250426_MSWE-agent_Llama-4-Maverick;20250426_MagentLess_Gemini-2.5-Pro;20250426_MagentLess_Llama-4-Maverick;20250426_MopenHands_Doubao-1.5-thinking;20250426_MopenHands_Llama-4-Maverick;20251027_iSWE-OpenModels;20251201_iSWE_Agent;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5;20260327_MSWE-Agent_CodeArts-MiniMax-M2.5
fasterxml__jackson-databind-1923,fasterxml/jackson-databind,easy,True,25,False,True,20250329_MSWE-agent_Claude-3.5-Sonnet(Oct);20250329_MSWE-agent_Claude-3.7-Sonnet;20250329_MSWE-agent_DeepSeek-R1;20250329_MSWE-agent_DeepSeek-V3;20250329_MSWE-agent_OpenAI-o1;20250329_MSWE-agent_OpenAI-o3-mini-high;20250329_MagentLess_Claude-3.5-Sonnet(Oct);20250329_MagentLess_Claude-3.7-Sonnet;20250329_MagentLess_DeepSeek-R1;20250329_MagentLess_DeepSeek-V3;20250329_MagentLess_OpenAI-o1;20250329_MagentLess_Qwen2.5-72B-Instruct;20250329_MopenHands_Claude-3.5-Sonnet(Oct);20250329_MopenHands_Claude-3.7-Sonnet;20250329_MopenHands_OpenAI-o3-mini-high;20250426_MSWE-agent_Doubao-1.5-thinking;20250426_MSWE-agent_Gemini-2.5-Pro;20250426_MagentLess_Gemini-2.5-Pro;20250426_MagentLess_Llama-4-Maverick;20250426_MopenHands_Doubao-1.5-thinking;20251027_iSWE-OpenModels;20251201_iSWE_Agent;20260131_InfCode_GPT-5.2;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5;20260327_MSWE-Agent_CodeArts-MiniMax-M2.5
fasterxml__jackson-databind-3860,fasterxml/jackson-databind,medium,True,26,False,True,20250329_MSWE-agent_Claude-3.5-Sonnet(Oct);20250329_MSWE-agent_Claude-3.7-Sonnet;20250329_MSWE-agent_DeepSeek-R1;20250329_MSWE-agent_Doubao-1.5-pro;20250329_MSWE-agent_GPT-4o-1120;20250329_MSWE-agent_OpenAI-o1;20250329_MSWE-agent_OpenAI-o3-mini-high;20250329_MagentLess_Claude-3.7-Sonnet;20250329_MagentLess_DeepSeek-R1;20250329_MagentLess_Doubao-1.5-pro;20250329_MagentLess_OpenAI-o1;20250329_MopenHands_Claude-3.5-Sonnet(Oct);20250329_MopenHands_Claude-3.7-Sonnet;20250329_MopenHands_DeepSeek-V3;20250329_MopenHands_GPT-4o-1120;20250426_MSWE-agent_Doubao-1.5-thinking;20250426_MSWE-agent_Gemini-2.5-Pro;20250426_MSWE-agent_Llama-4-Maverick;20250426_MagentLess_Gemini-2.5-Pro;20250426_MagentLess_Llama-4-Maverick;20250426_MopenHands_Llama-4-Maverick;20251027_iSWE-OpenModels;20251201_iSWE_Agent;20260131_InfCode_GPT-5.2;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5;20260327_MSWE-Agent_CodeArts-MiniMax-M2.5
fasterxml__jackson-core-1142,fasterxml/jackson-core,easy,True,26,False,True,20250329_MSWE-agent_Claude-3.5-Sonnet(Oct);20250329_MSWE-agent_Claude-3.7-Sonnet;20250329_MSWE-agent_GPT-4o-1120;20250329_MSWE-agent_OpenAI-o1;20250329_MSWE-agent_OpenAI-o3-mini-high;20250329_MagentLess_DeepSeek-R1;20250329_MagentLess_DeepSeek-V3;20250329_MagentLess_Doubao-1.5-pro;20250329_MagentLess_OpenAI-o1;20250329_MagentLess_OpenAI-o3-mini-high;20250329_MagentLess_Qwen2.5-72B-Instruct;20250329_MopenHands_Claude-3.5-Sonnet(Oct);20250329_MopenHands_Claude-3.7-Sonnet;20250329_MopenHands_DeepSeek-R1;20250329_MopenHands_GPT-4o-1120;20250329_MopenHands_OpenAI-o1;20250329_MopenHands_OpenAI-o3-mini-high;20250329_MopenHands_Qwen2.5-72B-Instruct;20250426_MSWE-agent_Doubao-1.5-thinking;20250426_MSWE-agent_Gemini-2.5-Pro;20250426_MopenHands_Doubao-1.5-thinking;20251027_iSWE-OpenModels;20251201_iSWE_Agent;20260131_InfCode_GPT-5.2;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5;20260327_MSWE-Agent_CodeArts-MiniMax-M2.5
fasterxml__jackson-dataformat-xml-638,fasterxml/jackson-dataformat-xml,medium,True,28,False,True,20250329_MSWE-agent_Claude-3.5-Sonnet(Oct);20250329_MSWE-agent_Claude-3.7-Sonnet;20250329_MSWE-agent_GPT-4o-1120;20250329_MSWE-agent_OpenAI-o1;20250329_MSWE-agent_OpenAI-o3-mini-high;20250329_MagentLess_Claude-3.5-Sonnet(Oct);20250329_MagentLess_Claude-3.7-Sonnet;20250329_MagentLess_DeepSeek-R1;20250329_MagentLess_Doubao-1.5-pro;20250329_MagentLess_GPT-4o-1120;20250329_MagentLess_OpenAI-o1;20250329_MagentLess_OpenAI-o3-mini-high;20250329_MagentLess_Qwen2.5-72B-Instruct;20250329_MopenHands_Claude-3.5-Sonnet(Oct);20250329_MopenHands_Claude-3.7-Sonnet;20250329_MopenHands_DeepSeek-R1;20250329_MopenHands_OpenAI-o3-mini-high;20250426_MSWE-agent_Doubao-1.5-thinking;20250426_MSWE-agent_Gemini-2.5-Pro;20250426_MagentLess_Doubao-1.5-thinking;20250426_MagentLess_Gemini-2.5-Pro;20250426_MagentLess_Llama-4-Maverick;20250426_MopenHands_Doubao-1.5-thinking;20250426_MopenHands_Gemini-2.5-Pro;20251027_iSWE-OpenModels;20251201_iSWE_Agent;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5;20260327_MSWE-Agent_CodeArts-MiniMax-M2.5
fasterxml__jackson-databind-4486,fasterxml/jackson-databind,easy,True,29,False,True,20250329_MSWE-agent_Claude-3.5-Sonnet(Oct);20250329_MSWE-agent_Claude-3.7-Sonnet;20250329_MSWE-agent_DeepSeek-V3;20250329_MSWE-agent_OpenAI-o3-mini-high;20250329_MagentLess_Claude-3.5-Sonnet(Oct);20250329_MagentLess_Claude-3.7-Sonnet;20250329_MagentLess_DeepSeek-R1;20250329_MagentLess_Doubao-1.5-pro;20250329_MagentLess_OpenAI-o1;20250329_MagentLess_OpenAI-o3-mini-high;20250329_MagentLess_Qwen2.5-72B-Instruct;20250329_MopenHands_Claude-3.5-Sonnet(Oct);20250329_MopenHands_Claude-3.7-Sonnet;20250329_MopenHands_DeepSeek-V3;20250329_MopenHands_GPT-4o-1120;20250329_MopenHands_OpenAI-o3-mini-high;20250426_MSWE-agent_Gemini-2.5-Pro;20250426_MSWE-agent_Llama-4-Maverick;20250426_MagentLess_Doubao-1.5-thinking;20250426_MagentLess_Gemini-2.5-Pro;20250426_MagentLess_Llama-4-Maverick;20250426_MopenHands_Doubao-1.5-thinking;20250426_MopenHands_Gemini-2.5-Pro;20250426_MopenHands_Llama-4-Maverick;20251027_iSWE-OpenModels;20251201_iSWE_Agent;20260131_InfCode_GPT-5.2;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5;20260327_MSWE-Agent_CodeArts-MiniMax-M2.5
googlecontainertools__jib-4035,googlecontainertools/jib,medium,False,31,False,True,20250329_MSWE-agent_Claude-3.5-Sonnet(Oct);20250329_MSWE-agent_Claude-3.7-Sonnet;20250329_MSWE-agent_DeepSeek-R1;20250329_MSWE-agent_DeepSeek-V3;20250329_MSWE-agent_Doubao-1.5-pro;20250329_MSWE-agent_GPT-4o-1120;20250329_MSWE-agent_OpenAI-o1;20250329_MSWE-agent_Qwen2.5-72B-Instruct;20250329_MagentLess_Claude-3.7-Sonnet;20250329_MagentLess_DeepSeek-R1;20250329_MagentLess_GPT-4o-1120;20250329_MagentLess_OpenAI-o1;20250329_MagentLess_OpenAI-o3-mini-high;20250329_MagentLess_Qwen2.5-72B-Instruct;20250329_MopenHands_Claude-3.5-Sonnet(Oct);20250329_MopenHands_Claude-3.7-Sonnet;20250329_MopenHands_DeepSeek-R1;20250329_MopenHands_DeepSeek-V3;20250329_MopenHands_Doubao-1.5-pro;20250329_MopenHands_GPT-4o-1120;20250329_MopenHands_Qwen2.5-72B-Instruct;20250426_MSWE-agent_Doubao-1.5-thinking;20250426_MSWE-agent_Gemini-2.5-Pro;20250426_MagentLess_Doubao-1.5-thinking;20250426_MagentLess_Gemini-2.5-Pro;20250426_MagentLess_Llama-4-Maverick;20250426_MopenHands_Doubao-1.5-thinking;20250426_MopenHands_Gemini-2.5-Pro;20251027_iSWE-OpenModels;20251201_iSWE_Agent;20260131_InfCode_GPT-5.2
fasterxml__jackson-core-183,fasterxml/jackson-core,easy,True,32,False,True,20250329_MSWE-agent_Claude-3.5-Sonnet(Oct);20250329_MSWE-agent_Claude-3.7-Sonnet;20250329_MSWE-agent_DeepSeek-V3;20250329_MSWE-agent_Doubao-1.5-pro;20250329_MSWE-agent_GPT-4o-1120;20250329_MSWE-agent_OpenAI-o1;20250329_MSWE-agent_OpenAI-o3-mini-high;20250329_MSWE-agent_Qwen2.5-72B-Instruct;20250329_MagentLess_DeepSeek-R1;20250329_MagentLess_DeepSeek-V3;20250329_MagentLess_GPT-4o-1120;20250329_MagentLess_OpenAI-o1;20250329_MagentLess_OpenAI-o3-mini-high;20250329_MagentLess_Qwen2.5-72B-Instruct;20250329_MopenHands_Claude-3.5-Sonnet(Oct);20250329_MopenHands_Claude-3.7-Sonnet;20250329_MopenHands_DeepSeek-R1;20250329_MopenHands_DeepSeek-V3;20250329_MopenHands_GPT-4o-1120;20250329_MopenHands_OpenAI-o3-mini-high;20250329_MopenHands_Qwen2.5-72B-Instruct;20250426_MSWE-agent_Doubao-1.5-thinking;20250426_MSWE-agent_Gemini-2.5-Pro;20250426_MagentLess_Doubao-1.5-thinking;20250426_MagentLess_Gemini-2.5-Pro;20250426_MopenHands_Doubao-1.5-thinking;20250426_MopenHands_Gemini-2.5-Pro;20251027_iSWE-OpenModels;20251201_iSWE_Agent;20260131_InfCode_GPT-5.2;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5;20260327_MSWE-Agent_CodeArts-MiniMax-M2.5
